parcel_id,crop_code,crop_name,crop_purity,area_mu,area_ha,area_m2,perimeter_m,compactness,machinery_suitability,center_lon,center_lat
GLC10_P0736,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,415.3,0.386,良 (标准规整农机作业区),-12.605833,16.06643
GLC10_P0737,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,369.0,0.489,良 (标准规整农机作业区),-12.926484,17.05448
GLC10_P0738,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,379.3,0.463,良 (标准规整农机作业区),-12.326872,17.245107
GLC10_P0739,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,401.3,0.413,良 (标准规整农机作业区),-13.28967,16.18668
GLC10_P0740,10,大田农作物 (通用耕地),1.0,7.95,0.53,5300.0,329.2,0.615,良 (标准规整农机作业区),-13.244116,16.189068
GLC10_P0741,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,377.6,0.458,良 (标准规整农机作业区),-13.198208,16.170692
GLC10_P0742,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,416.9,0.376,良 (标准规整农机作业区),-13.653771,16.00978
GLC10_P0743,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,365.0,0.49,良 (标准规整农机作业区),-13.553863,16.08345
GLC10_P0744,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,348.6,0.538,良 (标准规整农机作业区),-13.626409,16.001517
GLC10_P0745,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,302.2,0.716,良 (标准规整农机作业区),-12.851804,17.047167
GLC10_P0746,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,321.0,0.634,良 (标准规整农机作业区),-13.398379,16.018453
GLC10_P0747,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,294.1,0.756,良 (标准规整农机作业区),-13.470305,16.059175
GLC10_P0748,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,312.4,0.669,良 (标准规整农机作业区),-13.891063,16.123776
GLC10_P0749,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,401.0,0.406,良 (标准规整农机作业区),-12.438302,16.245898
GLC10_P0750,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,348.1,0.539,良 (标准规整农机作业区),-12.738513,16.153895
GLC10_P0751,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,362.2,0.498,良 (标准规整农机作业区),-13.305067,16.202596
GLC10_P0752,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,347.3,0.542,良 (标准规整农机作业区),-13.245362,16.182284
GLC10_P0753,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,363.8,0.494,良 (标准规整农机作业区),-13.306284,16.191193
GLC10_P0754,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,292.3,0.765,良 (标准规整农机作业区),-12.816141,16.304953
GLC10_P0755,10,大田农作物 (通用耕地),1.0,7.8,0.52,5200.0,358.4,0.509,良 (标准规整农机作业区),-13.277177,16.153949
GLC10_P0756,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,307.3,0.679,良 (标准规整农机作业区),-13.072406,17.144189
GLC10_P0757,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,308.1,0.675,良 (标准规整农机作业区),-13.109423,16.219431
GLC10_P0758,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,329.5,0.59,良 (标准规整农机作业区),-12.9395,16.475265
GLC10_P0759,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,324.4,0.609,良 (标准规整农机作业区),-13.4994,16.443743
GLC10_P0760,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,313.1,0.654,良 (标准规整农机作业区),-12.803526,16.240854
GLC10_P0761,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,354.1,0.511,良 (标准规整农机作业区),-12.75124,17.19892
GLC10_P0762,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,285.5,0.786,良 (标准规整农机作业区),-12.608039,16.033227
GLC10_P0763,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,433.8,0.341,良 (标准规整农机作业区),-13.621747,16.609537
GLC10_P0764,10,大田农作物 (通用耕地),1.0,7.65,0.51,5100.0,401.6,0.397,良 (标准规整农机作业区),-13.010577,16.538803
GLC10_P0765,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,350.9,0.51,良 (标准规整农机作业区),-13.385331,16.925042
GLC10_P0766,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,420.2,0.356,良 (标准规整农机作业区),-13.971151,17.084974
GLC10_P0767,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,347.3,0.521,良 (标准规整农机作业区),-12.238907,16.203438
GLC10_P0768,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,292.5,0.734,良 (标准规整农机作业区),-13.438816,16.045368
GLC10_P0769,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,294.4,0.725,良 (标准规整农机作业区),-13.46557,16.090805
GLC10_P0770,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,331.6,0.571,良 (标准规整农机作业区),-13.471892,16.09255
GLC10_P0771,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,308.1,0.662,良 (标准规整农机作业区),-13.937298,16.156689
GLC10_P0772,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,358.4,0.489,良 (标准规整农机作业区),-12.326344,17.246001
GLC10_P0773,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,314.0,0.637,良 (标准规整农机作业区),-13.100676,17.493044
GLC10_P0774,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,368.8,0.462,良 (标准规整农机作业区),-13.973667,16.2509
GLC10_P0775,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,329.7,0.578,良 (标准规整农机作业区),-12.461897,16.216229
GLC10_P0776,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,364.2,0.474,良 (标准规整农机作业区),-13.07959,17.503024
GLC10_P0777,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,494.3,0.257,良 (标准规整农机作业区),-13.887476,16.12403
GLC10_P0778,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,302.6,0.686,良 (标准规整农机作业区),-12.993886,16.321319
GLC10_P0779,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,343.8,0.532,良 (标准规整农机作业区),-13.994285,17.115717
GLC10_P0780,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,398.7,0.395,良 (标准规整农机作业区),-12.918943,16.136456
GLC10_P0781,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,308.2,0.661,良 (标准规整农机作业区),-13.972772,17.092013
GLC10_P0782,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,371.7,0.455,良 (标准规整农机作业区),-13.600623,16.01601
GLC10_P0783,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,348.9,0.516,良 (标准规整农机作业区),-13.772445,16.108382
GLC10_P0784,10,大田农作物 (通用耕地),1.0,7.5,0.5,5000.0,310.8,0.65,良 (标准规整农机作业区),-13.359969,16.177881
GLC10_P0785,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,379.1,0.429,良 (标准规整农机作业区),-13.091955,17.495711
GLC10_P0786,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,358.2,0.48,良 (标准规整农机作业区),-13.317275,16.209321
GLC10_P0787,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,362.9,0.467,良 (标准规整农机作业区),-13.980711,17.078186
GLC10_P0788,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,324.8,0.584,良 (标准规整农机作业区),-12.859513,17.04439
GLC10_P0789,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,399.4,0.386,良 (标准规整农机作业区),-13.306347,16.194704
GLC10_P0790,10,大田农作物 (通用耕地),0.98,7.35,0.49,4900.0,363.4,0.466,良 (标准规整农机作业区),-13.611375,16.607699
GLC10_P0791,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,339.4,0.534,良 (标准规整农机作业区),-13.037835,17.139523
GLC10_P0792,10,大田农作物 (通用耕地),1.0,7.35,0.49,4900.0,345.4,0.516,良 (标准规整农机作业区),-12.470214,16.210692
GLC10_P0793,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,374.1,0.431,良 (标准规整农机作业区),-13.470811,16.167266
GLC10_P0794,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,306.6,0.641,良 (标准规整农机作业区),-13.423612,16.910029
GLC10_P0795,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,419.3,0.343,良 (标准规整农机作业区),-12.015891,16.328004
GLC10_P0796,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,362.9,0.458,良 (标准规整农机作业区),-13.086036,17.121182
GLC10_P0797,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,275.4,0.796,良 (标准规整农机作业区),-13.412105,16.926829
GLC10_P0798,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,283.5,0.75,良 (标准规整农机作业区),-12.896195,16.425452
GLC10_P0799,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,435.1,0.319,良 (标准规整农机作业区),-13.884175,16.217632
GLC10_P0800,10,大田农作物 (通用耕地),1.0,7.2,0.48,4800.0,302.3,0.66,良 (标准规整农机作业区),-13.376008,16.935939
